Title,Description,Img_Link
Kenichi: The Mightiest Disciple,"Yeah, Kenichi’s a total wimp. He’s always getting picked on and doesn’t have a lot of friends to stick up for him. The guy needs motivation if he hopes to graduate in one piece. Well, Miu’s the perfect motivation. She’s hot, she accepts him, and she just so happens to live at a dojo with six martial arts masters. You could say fate has led Kenichi to their door, or you could say he was just following the hottie. Either way, he’s about to get whipped into serious shape. If he can survive some hard-core training, he might survive another day at school. He might even score with Miu. Yeah, you could call Kenichi a wimp. But let’s go with underdog instead.",https://www.themoviedb.org/t/p/w220_and_h330_face/pLzfW5xWN9sOId6C6vgcv8otnN7.jpg
Rurouni Kenshin,"The Meiji Era was one of great renewal for Japan, where swords and killing were outlawed. However, many survivors from the time of Revolution still live, lurking in the shadows and waiting for a chance to use their killing blades again. Only Kenshin Himura, formerly one of the most brutal of killers, hopes to keep his swordsman's honor and still live in the new era.",https://www.themoviedb.org/t/p/w220_and_h330_face/lQ4p6OF9KjagTfs8otZt0VTe3Al.jpg
Our House,"Our House is an American television drama series that aired on NBC for two seasons from September 11, 1986 to May 8, 1988. The series centers on the Witherspoon family and the challenges they face adjusting to life with three generations living in the same house.",https://www.themoviedb.org/t/p/w220_and_h330_face/oXPvK5il0cG6ofYdYfoJiKZKvxM.jpg
KissXsis,"The story begins with Keita Suminoe, a male third-year junior-high school student studying for his high school entrance exams. He is living in a home with his older twin stepsisters, Ako and Riko, who share no blood relation to him, and they help him prepare for his exams. Even though he initially dislikes himself for it, he begins to become attracted to his two step-sisters, and his two parents encourage him to eventually get married to one of them.",https://www.themoviedb.org/t/p/w220_and_h330_face/5bH7lNOwLbnY50rtxc1uWZuYQho.jpg
One Tree Hill,"In Tree Hill, North Carolina two half brothers share a last name and nothing else. Brooding, blue-collar Lucas is a talented street-side basketball player, but his skills are appreciated only by his friends at the river court. Popular, affluent Nathan basks in the hero-worship of the town, as the star of his high school team. And both boys are the son of former college ball player Dan Scott whose long ago choice to abandon Lucas and his mother Karen, will haunt him long into his life with wife Deb and their son Nathan.",https://www.themoviedb.org/t/p/w220_and_h330_face/5Ixd04JQ3yRz8b7cltmnbfB6ciD.jpg
Ice Age: Scrat Tales,"Scrat experiences the ups and downs of fatherhood, as he and the adorable, mischievous Baby Scrat, alternately bond with each other and battle for ownership of the highly treasured Acorn.",https://www.themoviedb.org/t/p/w220_and_h330_face/mTfYwY7DELH08SeO8LyUMe9Tvfr.jpg
The Makanai: Cooking for the Maiko House,"Two inseparable friends move to Kyoto to chase their dreams of becoming maiko, but decide to pursue different passions while living under the same roof.",https://www.themoviedb.org/t/p/w220_and_h330_face/ynV4fQ9GOsGsOtFfxaRkjpiAFLt.jpg
The Amazing Race,"This reality competition sees teams embark on a trek around the world to amazing destinations where they must compete in a series of challenges, some mental and some physical. Only when the tasks are completed will they learn of their next location. Teams who are the farthest behind will gradually be eliminated as the contest progresses, with the first team to arrive at the final destination winning the race and the $1 million prize.",https://www.themoviedb.org/t/p/w220_and_h330_face/x1jq0atcQg6UkaZpco0kFL6QHuM.jpg
NARUTO Spin-Off: Rock Lee & His Ninja Pals,"Welcome to the Hidden Leaf Village. The village where Uzumaki Naruto, star of the TV show ""Naruto"" makes his home. Every day, countless powerful ninjas carry out missions and train to hone their skills. Our main character is one of these powerful ninjas...but it's not Naruto! It's the ninja who can't use ninjutsu, Rock Lee!",https://www.themoviedb.org/t/p/w220_and_h330_face/1ZuRLgQGPG6K5fcORJQpsmIurZv.jpg
Vincenzo,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",https://www.themoviedb.org/t/p/w220_and_h330_face/dvXJgEDQXhL9Ouot2WkBHpQiHGd.jpg
Raven's Home,"Best friends Raven and Chelsea, now both divorced mothers, are raising their children in a house together. Their house is turned upside down when they realize one of Raven's children inherited the same psychic abilities as their mother.",https://www.themoviedb.org/t/p/w220_and_h330_face/bzMfHLkProgr4nJSlUCxDK9XF6a.jpg
Goblin Slayer,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.",https://www.themoviedb.org/t/p/w220_and_h330_face/x8ZQyxAFjz9jtCGivbOMYUC4Tp3.jpg
The Voronins,"The main characters of the series are an ordinary family. The family consists of the following: Kostya (a sports journalist), his wife Vera (a housewife) and their children: Masha and the twins Philip and Kirill. Right on the same landing, where the apartment of the young Voronin family is located, Kostya’s parents live: Galina Ivanovna (housewife, Kostya and Lyonya’s mother, Vera’s mother-in-law), Nikolai Petrovich (Kostya’s and Lyonya’s father, Vera’s father-in-law) and Lyonya (the major of the police) - Kostya's older brother.",https://www.themoviedb.org/t/p/w220_and_h330_face/lKW2c9KrIhKy272AYZCzY2SSVcM.jpg
ThunderCats,"The inhabitants of the planet Thundera evacuate just before it is destroyed. They were pursued by a band of mutants. All but one of their escape ships was destroyed. Only a small group of Thunderans (Thundercats) remained. With only half engine power, the group, which was led by Jaga, had to set a course for the nearest planet. Jaga commanded their ship while the other seven were in their stasis tubes. Jaga died on their journey to Third Earth and their ship crashed there. Soon they made friends with various groups in the area and they designed a fortress. Mumm-Ra the centuries-old embodiment of evil, along with the mutants that destroyed the rest of the Thunderans are a constant threat. But Lion-O, the new leader of the Thundercats, with his weapon the ""Sword of Omens"" will help the Thundercats to have a standing chance.",https://www.themoviedb.org/t/p/w220_and_h330_face/fz23hySaUzpE71CvwcZXMDwqK1u.jpg
El marginal,An ex-cop entered a prison as convicted under a false identity in order to infiltrate within a group of prisoners that has just kidnapped the teenage daughter of an important national judge.,https://www.themoviedb.org/t/p/w220_and_h330_face/p1GFsUK5nCVHYNtjRxoGyfGdD9C.jpg
Babylon Berlin,"Beneath the decadence of 1929 Berlin, lies an underworld city of sin. Police investigator Gareon Rath has been transferred from Cologne to the epicenter of political and social changes in the Golden Twenties.",https://www.themoviedb.org/t/p/w220_and_h330_face/aBy35t7EmAj29Bw7JZtTHX7z5St.jpg
Another Life,"After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",https://www.themoviedb.org/t/p/w220_and_h330_face/htazQ0cPoloL5SJ2bqOCKh9UTcc.jpg
Gomorrah,"Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra, as seen through the eyes of Ciro Di Marzo, the obedient and self- confident right-hand man of the clan's godfather, Pietro Savastano.",https://www.themoviedb.org/t/p/w220_and_h330_face/sGuyYTmTPUMOscdZOmrmBmx10q4.jpg
Charlie's Angels,"Beautiful, intelligent, and ultra-sophisticated, Charlie's Angels are everything a man could dream of... and way more than they could ever handle! Receiving their orders via speaker phone from their never seen boss, Charlie, the Angels employ their incomparable sleuthing and combat skills, as well as their lethal feminine charm, to crack even the most seemingly insurmountable of cases.",https://www.themoviedb.org/t/p/w220_and_h330_face/hTy1z8KR5NhFBUAt65Br9TWyuod.jpg
American Pickers,"Pickers like Mike Wolfe and Frank Fritz are on a mission to recycle America, even if it means diving into countless piles of grimy junk or getting chased off a gun-wielding homeowner’s land. Hitting back roads from coast to coast, the two men earn a living by restoring forgotten relics to their former glory, transforming one person’s trash into another’s treasure.",https://www.themoviedb.org/t/p/w220_and_h330_face/obWweSxU8XrAtCqteHLasV8ktmD.jpg
Interview with the Vampire,"Louis de Pointe’s epic story of love, blood, and the perils of immortality, as told to the journalist Daniel Molloy. Chafing at the limitations of life as a black man in 1900s New Orleans, Louis finds it impossible to resist the rakish Lestat De Lioncourt’s offer of the ultimate escape: joining him as his vampire companion.",https://www.themoviedb.org/t/p/w220_and_h330_face/bqGvWXI2kV99ejEh25AUiAHGSk9.jpg
Leverage: Redemption,"The Hitter, the Hacker, the Grifter and the Thief are together again, this time with help from a new tech genius and corporate fixer, to take on a new kind of villain. From the man who created an opioid crisis from the comfort of his boardroom to the shadowy security firm that helps hide dangerous secrets for a price - when someone needs help, they provide... Leverage.",https://www.themoviedb.org/t/p/w220_and_h330_face/bIiOOUpelBRmFzveOhmm8QZ8VAe.jpg
The Ancient Magus' Bride,"Fifteen-year-old Chise has nothing and no one to live for. But that changes when she becomes the apprentice and future wife of inhuman mage, Elias.",https://www.themoviedb.org/t/p/w220_and_h330_face/vUm0WIGGgAnXYOSBeB36FKDpBjI.jpg
Pawn Stars,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",https://www.themoviedb.org/t/p/w220_and_h330_face/hYVnLs9TDqch19eeCM5NmoX6xLQ.jpg
Enemigo íntimo,"The story of two siblings who witness the murder of their parents in the hands of one of the drug cartels in Mexico, after which Alejandro Ferrer's younger sister is kidnapped. 25 years later, Alejandro is now the captain of the Federal Police and seeks revenge against the narcos for destroying his family.",https://www.themoviedb.org/t/p/w220_and_h330_face/81URAPXi0GP9Ul4MxcVSiDEnpPq.jpg
凤凰大视野,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/xKhGbQg0pjgrsLE8octAdB31026.jpg
"What's New, Scooby-Doo?","Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",https://www.themoviedb.org/t/p/w220_and_h330_face/7sX80eWq4XHvFGUmCg803iifUcG.jpg
Hannah Montana,"At home and school, she's Miley Stewart, a typical teenager, but when the lights go down and the curtain goes up, she emerges as the glamorous and talented Hannah Montana. Having the ""Best of Both Worlds"" is a complicated proposition, and keeping her identity under wraps leads Miley and her friends into some hilarious capers as she tries to balance her normal life with her rock star persona.",https://www.themoviedb.org/t/p/w220_and_h330_face/sRqLl0SHA4diTL8zvUTgBw6DQeM.jpg
The Virginian,"The Shiloh Ranch in Wyoming Territory of the 1890s is owned in sequence by Judge Henry Garth, the Grainger brothers, and Colonel Alan MacKenzie. It is the setting for a variety of stories, many more based on character and relationships than the usual western.",https://www.themoviedb.org/t/p/w220_and_h330_face/oAbCE44r6wtmAnfzZI2SxyeaBmW.jpg
Mickey Mouse,"In this series of cartoon shorts, Mickey Mouse finds himself in silly situations all around the world! From New York to Paris to Tokyo, Mickey experiences new adventures with his friends!",https://www.themoviedb.org/t/p/w220_and_h330_face/aAJ5T2Ab28vbbP9s6wWqdtK3arQ.jpg
Fruits Basket,"After a family tragedy turns her life upside down, 16-year-old high school student Tohru Honda takes matters into her own hands and moves out… into a tent! Unfortunately for her, she pitches her new home on private land belonging to the mysterious Soma clan, and it isn't long before the owners discover her secret. But, as Tohru quickly finds out when the family offers to take her in, the Somas have a secret of their own—when hugged by the opposite sex, they turn into the animals of the Chinese Zodiac!",https://www.themoviedb.org/t/p/w220_and_h330_face/6mwFTuyBH4GEx6duY4TYRRSa6pj.jpg
"Ed, Edd n Eddy","Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",https://www.themoviedb.org/t/p/w220_and_h330_face/8BguP5zLyf3AzlTgRRhpXdz9bnS.jpg
All Hail King Julien,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungle’s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",https://www.themoviedb.org/t/p/w220_and_h330_face/tsE6Dbx7aejDDmAy4DX55YxE8pT.jpg
The Backyardigans,"Meet five lively animal friends who love to sing, dance and use their imaginations to embark on outrageous adventures to magical places.",https://www.themoviedb.org/t/p/w220_and_h330_face/qph2MAw82C2DTQcuzRQdaglo9eU.jpg
Marvel's Spider-Man,"An insecure but courageous and intelligent teen named Peter Parker, a new student of Midtown High, is bitten by a radioactive spider and given powers. He becomes a hero named Spider-Man after the death of his uncle and he must adapt to this new way of life.",https://www.themoviedb.org/t/p/w220_and_h330_face/dKdcyyHUR5WTMnrbPdYN5y9xPVp.jpg
A Fazenda,A Fazenda is the current Brazilian version of the The Farm reality television show based on the Swedish television series of the same name that was originally created in 2001 by Strix and produced in association with Sony Entertainment and Endemol.,https://www.themoviedb.org/t/p/w220_and_h330_face/skoiqPomXGEMWNrWoPhIakbMw22.jpg
Natsume Yujin-cho,"Natsume Takashi has the ability to see spirits, which he has long kept secret. However, once he inherits a strange book that belonged to his deceased grandmother, Reiko, he discovers the reason why spirits surround him.",https://www.themoviedb.org/t/p/w220_and_h330_face/eo9T5yzUhwv9gdhnx0are9bSIqJ.jpg
Seirei Gensouki: Spirit Chronicles,"His past life and current life are intersecting--a boy with memories of two lives faces his destiny! After his mother was killed at an early age, the orphaned Rio fought his hardest to survive in the slums. One day, he awakens to the memories of Haruto Amakwa, who died in an accident while dreaming of being reunited with his childhood friend, and Rio realizing he has reincarnated in a world of swords and sorcery.",https://www.themoviedb.org/t/p/w220_and_h330_face/utsDTNblL4LojGqdPEncqsBLqjg.jpg
Pesadilla en la cocina,"Based on Ramsay's Kitchen Nightmares, Pesadilla en la cocina folllows Madrid-born chef Alberto Chicote across the Spanish geography to try to save restaurants on the verge of bankruptcy. Let the chefs, waiters and owners who do not manage their business to the liking of the great Alberto Chicote tremble.",https://www.themoviedb.org/t/p/w220_and_h330_face/fUC5LKaSqe7eZtzAm2PdP0kxj6O.jpg
Superstore,"A hilarious workplace comedy about a unique family of employees at a super-sized mega store. From the bright-eyed newbies and the seen-it-all veterans to the clueless summer hires and the in-it-for-life managers, together they hilariously tackle the day-to-day grind of rabid bargain hunters, riot-causing sales and nap-worthy training sessions.",https://www.themoviedb.org/t/p/w220_and_h330_face/maBJkaBM4UqAttn9UkLCfZEVEfk.jpg
"Magnum, P.I.","A private investigator who works when he wants, lives in a beachfront estate in Hawaii, drives a posh Ferrari, runs up an unlimited tab at a swank bar, and charms attractive women in peril - that's the lifestyle of Thomas Magnum, aka Magnum, P.I.",https://www.themoviedb.org/t/p/w220_and_h330_face/xcSls4q9dJnvvHnuP5RFWQimcQl.jpg
In Treatment,"Set within the highly charged confines of individual psychotherapy sessions and centering around Dr. Paul Weston, a psychotherapist who exhibits an insightful, reserved demeanor while treating his patients—but displays a crippling insecurity while counseled by his own therapist.",https://www.themoviedb.org/t/p/w220_and_h330_face/jT5aE1ghJL9OKrxmAr2GUiWCcYw.jpg
Good Girls,"Three ""good girl"" suburban wives and mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.",https://www.themoviedb.org/t/p/w220_and_h330_face/gPjcbxrYfbrJNq1Ja8EGd0XtUnC.jpg
True Detective,"An American anthology police detective series utilizing multiple timelines in which investigations seem to unearth personal and professional secrets of those involved, both within or outside the law.",https://www.themoviedb.org/t/p/w220_and_h330_face/aowr4xpLP5sRCL50TkuADomJ98T.jpg
Steven Universe Future,"After saving the universe, Steven is still at it, tying up every loose end. As he runs out of other people's problems to solve, he'll finally have to face his own.",https://www.themoviedb.org/t/p/w220_and_h330_face/WtYiQk6432J0jCi61UQzLFtCCX.jpg
A Certain Magical Index,"Kamijo is a student in Academy City, where people use science to develop supernatural abilities. The guy’s got a lot of heart – luckily for a young nun named Index. She’s on the run from a sorcery society that covets the astonishing 103,000 volumes of magical knowledge stored in her memory. When Index stumbles into Kamijo’s life, she finds a faithful friend and protector, and while Kamijo’s easily the weakest kid in Academy City, he’s got something else going for him: the Imagine Breaker, an unexplainable power stored in his right hand that negates the powers of others. With scientists and sorcerers attacking from all sides, the Imagine Breaker will definitely come in handy – but it’s Kamijo’s loyalty to Index that will be his greatest weapon in the fight to keep her safe.",https://www.themoviedb.org/t/p/w220_and_h330_face/v3Ka0J3iMte50oiH4cmXPISM3rm.jpg
Velvet,"In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",https://www.themoviedb.org/t/p/w220_and_h330_face/2MvMjjdY1zNIKEjiTsbngzdYYfy.jpg
Big Time Rush,"Four teenage friends move from Minneapolis to Los Angeles to form a potential chart-topping boy band after Kendall is inadvertently discovered by an eccentric record executive, Gustavo Rocque. As they seize this opportunity of a lifetime, these friends embark on an exciting comedy and music-filled journey to prove to themselves and their record label that they are serious about their new career choice.",https://www.themoviedb.org/t/p/w220_and_h330_face/5yzb0iWXilLpg3iz1LT3H3UGBYs.jpg
Torchwood,"The exploits a team of people whose job is to investigate the unusual, the strange and the extraterrestrial.",https://www.themoviedb.org/t/p/w220_and_h330_face/xuKTw7LuluCoe3GyOie5XV1yZ4X.jpg
Master In The House,"Almost everyone has a question regarding life and the goal of life. In order to find the answer, the four young men with full of curiosity regarding their lives, Lee Seung Gi, Lee Sang Yun, Yuk Seong Jae, and Yang Se Hyeong, head to find their master to learn things and get a correct answer. They find the master and spend a day in the master’s place to learn things that they didn’t know, and wish to know. Whom will they get to meet? And what will they learn throughout the stay?",https://www.themoviedb.org/t/p/w220_and_h330_face/unKeISg4CI2b94dhaQslHL2rCws.jpg
4400,"4400 overlooked, undervalued, or otherwise marginalized people who vanished without a trace over the last hundred years are all returned in an instant, having not aged a day and with no memory of what happened to them. As the government races to analyze the potential threat and contain the story, the 4400 themselves must grapple with the fact that they've been returned with a few ""upgrades"", and the increasing likelihood that they were all brought back now for a specific reason.",https://www.themoviedb.org/t/p/w220_and_h330_face/nTYDhLtHffPAJKWn2w8sfnYhLwt.jpg
A Case For Two,"Ein Fall für zwei is a German television series, which premiered on September 11, 1981 on ZDF. The series, located in Frankfurt am Main, features two main characters who solve crimes: a defense attorney and a private investigator. Josef Matula, a former German police officer, has gone into private business. His method of investigation is very effective and direct, and he sometimes even resorts to dirty tricks. Claus Theo Gärtner has portrayed the role since the start of the series.",https://www.themoviedb.org/t/p/w220_and_h330_face/7cztFGBj6xmJLS39UlhRDRWoEAq.jpg
The Worst Witch,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",https://www.themoviedb.org/t/p/w220_and_h330_face/fLhJKgPKeBsQaSe0i7VOnRQl37r.jpg
Boston Legal,Alan Shore and Denny Crane lead a brigade of high-priced civil litigators in an upscale Boston law firm in a series focusing on the professional and personal lives of brilliant but often emotionally challenged attorneys. A spin-off of long-running series The Practice.,https://www.themoviedb.org/t/p/w220_and_h330_face/eQyJoKFGUTlytx9f2zNjqmMOR82.jpg
Floricienta,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/uRqpxMk3UE8WWhk98ktiBABm6dY.jpg
DuckTales,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",https://www.themoviedb.org/t/p/w220_and_h330_face/mBXPGrYd9wEzk7jpi5GkZJNDzZf.jpg
Debris,"Two federal agents from two different continents, and two different mindsets, must work together to investigate when wreckage from a destroyed alien spacecraft has mysterious effects on humankind.",https://www.themoviedb.org/t/p/w220_and_h330_face/cILrZGHgsIEpZ6VKEB3VwC2CadB.jpg
Lois & Clark: The New Adventures of Superman,"A much more lavish version of the popular Superman television series which had first aired forty years earlier, Lois & Clark focused more on the Man of Steel's early adult years in Metropolis. With the unknowing help of Lois Lane, Clark Kent created Superman there in Metropolis after finding work at the world-famous Daily Planet newspaper, where he meets fellow reporter Lois Lane.",https://www.themoviedb.org/t/p/w220_and_h330_face/1LbPs6i1h4BKjVUwK5S9GjPCydi.jpg
Music Box,Music show with special guests!,https://www.themoviedb.org/t/p/w220_and_h330_face/8BBN9BZSBQNF7OKted42k99wD43.jpg
By the Grace of the Gods,"Only 39 years into a life full of bad luck, Ryoma Takebayashi passes away in his sleep! Taking pity on him, three divine beings show compassion by reincarnating him as a young boy to a magical, new world. Now he spends his time researching and caring for slimes in the forest. But after healing an injured traveler, Ryoma decides to set out with his new friends on a journey to use his power to help others. A whole new world awaits him, where his skills as a magic user and slime tamer continue to elicit surprise and admiration.",https://www.themoviedb.org/t/p/w220_and_h330_face/bfYje9AgtWzYCeCQbMU3nHdE4k1.jpg
True Blood,"True Blood is an American television drama series created and produced by Alan Ball. It is based on The Southern Vampire Mysteries series of novels by Charlaine Harris, detailing the co-existence of vampires and humans in Bon Temps, a fictional, small town in northwestern Louisiana. The series centers on the adventures of Sookie Stackhouse, a telepathic waitress with an otherworldly quality.",https://www.themoviedb.org/t/p/w220_and_h330_face/ktEp6fzL4xzCWsSVtrcH8JaQNQy.jpg
As the saying goes,"Dramatization of real-life situations and stories that are related to popular sayings, by Don Tomas.",https://www.themoviedb.org/t/p/w220_and_h330_face/14IcGWJnTNpIr7D2vCKKk3x5VMR.jpg
The Clone,"Human cloning. The Islamic world. Two young people, two different cultures, two different beliefs. An impossible love story that not even time could erase. During a trip to Morocco, Lucas has a forbidden romance with Jade. He returns to Brazil after the death of his twin brother Diogo. A close family friend, scientist Albieri uses this situation to produce the first human clone using cells taken from Lucas. Twenty years later, Jade, Lucas and his clone form an odd love triangle.",https://www.themoviedb.org/t/p/w220_and_h330_face/w0pacpzDyU0U5tPSx44pfwpreCk.jpg
Mother of the Goddess' Dormitory,"Down-on-his-luck Koushi Nagumo wanders the streets unemployed, homeless and in search of his next meal. His fortunes improve after a chance meeting with a vivacious young woman whose proposition seemingly solves nearly all his problems. Thanks to her, Koushi enters the welcoming halls of a dormitory at a women’s college… only this particular assignment is no stuffy, sleepy affair. The Goddess’ Dormitory is known for housing the college’s most unruly students! If he wants to keep a roof over his head, Koushi must become the “Dormitory Mother” charged with maintaining order and good discipline. But doing his job and keeping his sanity are no small feat with characters as endearingly eccentric and untamable as these!",https://www.themoviedb.org/t/p/w220_and_h330_face/ydpQemjQrR4T0C9MuH3ygMnOSL2.jpg
Mad Men,"Set in 1960-1970 New York, this sexy, stylized and provocative drama follows the lives of the ruthlessly competitive men and women of Madison Avenue advertising.",https://www.themoviedb.org/t/p/w220_and_h330_face/5jOedTeytYzlJZwU66MFjmLHhHX.jpg
When Calls the Heart,"Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west.",https://www.themoviedb.org/t/p/w220_and_h330_face/bPjZGRnQvJ3L2y2Caae89Rdh6dx.jpg
Ludik,"To save a kidnapped family member, an enterprising furniture tycoon must use his secret diamond smuggling operation to transport guns across the border.",https://www.themoviedb.org/t/p/w220_and_h330_face/pNdYJdE1sSACnjgWjnIJAm7lfiV.jpg
The Adventures of Tintin,"Travel with Tintin, the young and intrepid Belgian reporter, and his faithful dog Snowy as they take you from Tibet to the Moon, or from Egypt to the depths of the sea -- solving mysteries, pursuing truth and justice, and gambling with their lives.",https://www.themoviedb.org/t/p/w220_and_h330_face/nsdVuFcjB9ahhBUlkJyzXo0Pudq.jpg
Juvenile Justice,A tough judge balances her aversion to minor offenders with firm beliefs on justice and punishment as she tackles complex cases inside a juvenile court.,https://www.themoviedb.org/t/p/w220_and_h330_face/xH2wTVlsUlYeFEOVGFDaamHkMCm.jpg
The O.C.,"Ryan Atwood, a teen from the wrong side of the tracks, moves in with a wealthy family willing to give him a chance. But Ryan's arrival disturbs the status quo of the affluent, privileged community of Newport Beach, California.",https://www.themoviedb.org/t/p/w220_and_h330_face/xDc6BMGDaeyalpSZ9KKk7RCBCz5.jpg
Stuck in the Middle,Harley is an engineering whiz who uses her inventions to navigate life as the middle child in a large family of seven kids.,https://www.themoviedb.org/t/p/w220_and_h330_face/kjwCK7CPUFDn7mGedFM4DfM6nuh.jpg
The Carol Burnett Show,"The Carol Burnett Show is an American variety/sketch comedy television show starring Carol Burnett, Harvey Korman, Vicki Lawrence, Lyle Waggoner, and Tim Conway. It originally ran on CBS from September 11, 1967, to March 29, 1978, for 278 episodes and originated from CBS Television City's Studio 33. The series won 25 prime time Emmy Awards, was ranked No. 16 on TV Guide's 50 Greatest TV Shows of All Time in 2002 and in 2007 was listed as one of Time magazine's ""100 Best TV Shows of All Time.""",https://www.themoviedb.org/t/p/w220_and_h330_face/yvotlnjCqKyGMg6yeVByfD6B0jp.jpg
Johnny Bravo,"Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy.",https://www.themoviedb.org/t/p/w220_and_h330_face/obbdeoOk8XSXzJrWGiBbaeMMSMl.jpg
Corazon Valiente,"Angela and Samantha were best friends when they were little, but a trap of fate separated them for many years. An unmissable story of loyalty, friendship, courage and love.",https://www.themoviedb.org/t/p/w220_and_h330_face/4YWuiRyqnfalauuFC06S5yw92gH.jpg
Star Trek: Lower Decks,"The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",https://www.themoviedb.org/t/p/w220_and_h330_face/2gVVCoxtNtU5fTTyGU1nGwrFl2f.jpg
Mr. Bean,Mr Bean turns simple everyday tasks into chaotic situations and will leave you in stitches as he creates havoc wherever he goes.,https://www.themoviedb.org/t/p/w220_and_h330_face/pUNQV35kDaKuejnXGNiUeEBurNE.jpg
America's Got Talent,"A weekly talent competition where an array of performers – from singers and dancers, to comedians and novelty acts – vie for a $1 million cash prize.",https://www.themoviedb.org/t/p/w220_and_h330_face/gsX0bEwZED36LIrw9nIbcaVvUxt.jpg
"Dr. Quinn, Medicine Woman",Dr. Michaela Quinn journeys to Colorado Springs to be the town's physician after her father's death in 1868.,https://www.themoviedb.org/t/p/w220_and_h330_face/rF32uo83bzezkEUQ8VGarbCJi32.jpg
Unchained Love,"During the reign of Long Hua, Xiao Duo, a powerful eunuch in charge of the imperial court, plans a palace mutiny with Prince Fu to help him ascend to the throne. Bu Yinlou, a tribute lady that was supposed to be hanged as a tribute to the late emperor was saved by Xiao Duo as Prince Fu fancies her. The two of them spend a lot of time with each other and develop feelings for each other, but due to their status, they have to hide their feelings. Xiao Duo goes to Jiangnan to supervise a silk trade with a foreign country, and Yinlou accompanies him to visit his relatives in the south, during which they fall in love and finally reveal their hearts. But the road ahead is full of obstacles, Xiao Duo's true identity, the threat of the King of South Court, and the suppression of the emperor in the palace. The two of them have to sacrifice themselves for the greater good and decide to enter the palace, but Xiao Duo misunderstands her. What is the fate between the two?",https://www.themoviedb.org/t/p/w220_and_h330_face/5rVOrFXaQJYrjhU78gkK465ZGEs.jpg
Dragon Raja,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/mGeuhvM6ucGunrgHOkQw3UCoEvB.jpg
Restaurant: Impossible,"Chef Robert Irvine tries to turn around restaurants across America that are facing an impending demise if things don't improve. With a $10,000 budget and two days to work, Irvine uses his creativity and resourcefulness to turn the eatery's fortunes around.",https://www.themoviedb.org/t/p/w220_and_h330_face/q5lCbuk4obBqUtlx1969wSD0qNh.jpg
"Dunaj, k vašim službám",We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/dHt0ehVLaHTgN4eulK5T1h0GcmT.jpg
Fantasy Island,A magical island hosted by Mr Roarke and Tattoo where weekly guests learn valuable life lessons in their pursuit of fulfilling their dreams. Not all dreams are fulfilled as expected.,https://www.themoviedb.org/t/p/w220_and_h330_face/59k2QxihoTsFxYuZfo375B2lKdi.jpg
